세미콘라이트(214310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-09,909,914,885,888,984495,58023.0,65340682.0
2019-04-10,894,904,881,885,535052,57827.0,65340682.0
2019-04-11,897,897,868,868,567657,56716.0,65340682.0
2019-04-12,872,911,868,881,1099052,57565.0,65340682.0
2019-04-15,899,899,873,880,704973,57500.0,65340682.0
2019-04-16,893,893,865,869,574051,56781.0,65340682.0
2019-04-17,881,882,821,845,1031603,55213.0,65340682.0
2019-04-18,854,854,815,819,870022,53514.0,65340682.0
2019-04-19,819,853,817,848,895423,55409.0,65340682.0
2019-04-22,848,886,826,844,1897836,55148.0,65340682.0
2019-04-23,863,968,851,896,6850571,58545.0,65340682.0
2019-04-24,898,928,892,915,2274044,59787.0,65340682.0
2019-04-25,921,1070,917,978,13125426,63903.0,65340682.0
2019-04-26,969,986,940,969,2059631,63315.0,65340682.0
2019-04-29,967,969,934,936,1101396,61159.0,65340682.0
2019-04-30,936,960,925,936,882175,61159.0,65340682.0
2019-05-02,930,954,920,925,737576,60440.0,65340682.0
2019-05-03,920,931,848,848,1627222,55409.0,65340682.0
2019-05-07,856,900,844,863,1963135,56389.0,65340682.0
2019-05-08,866,881,831,869,1298101,56781.0,65340682.0
2019-05-09,893,950,867,875,3502763,57173.0,65340682.0
2019-05-10,895,895,851,892,656756,58284.0,65340682.0
2019-05-13,892,915,878,881,1085474,57565.0,65340682.0
2019-05-14,888,923,846,905,2605548,59133.0,65340682.0
2019-05-15,900,989,899,943,6446421,61616.0,65340682.0
2019-05-16,933,974,918,934,3701663,61028.0,65340682.0
2019-05-17,979,1015,930,939,3435329,61355.0,65340682.0
2019-05-20,939,965,907,920,1182338,60113.0,65340682.0
2019-05-21,915,988,892,988,3694063,64557.0,65340682.0
2019-05-22,979,979,940,952,2052858,62204.0,65340682.0
2019-05-23,947,954,893,907,1967195,59264.0,65340682.0
2019-05-24,891,910,873,899,910207,58741.0,65340682.0
2019-05-27,901,904,839,849,1578434,55474.0,65340682.0
2019-05-28,857,860,830,847,713027,55344.0,65340682.0
2019-05-29,845,846,814,823,945325,53775.0,65340682.0
2019-05-30,824,897,824,878,2565879,57369.0,65340682.0
2019-05-31,891,1020,891,963,9005465,62923.0,65340682.0
2019-06-03,1020,1045,961,965,4750498,63054.0,65340682.0
2019-06-04,951,1035,951,1005,5189971,65667.0,65340682.0
2019-06-05,1000,1030,972,990,2310178,64687.0,65340682.0
2019-06-07,990,1175,984,1175,11123072,76775.0,65340682.0
2019-06-10,1255,1270,996,1005,14403185,65667.0,65340682.0
2019-06-11,988,990,930,935,6140513,61094.0,65340682.0
2019-06-12,941,947,911,915,2160150,59787.0,65340682.0
2019-06-13,915,921,880,888,3367762,58023.0,65340682.0
2019-06-14,893,906,871,890,1852198,58153.0,65340682.0
2019-06-17,892,901,877,891,1035141,58219.0,65340682.0
2019-06-18,891,892,865,879,1338586,57434.0,65340682.0
2019-06-19,880,901,871,873,1209041,57042.0,65340682.0
2019-06-20,886,887,873,884,744914,57761.0,65340682.0
2019-06-21,885,944,885,924,3006568,60375.0,65340682.0
2019-06-24,910,926,899,920,1122271,60113.0,65340682.0
2019-06-25,919,944,902,935,1248992,61094.0,65340682.0
2019-06-26,935,1020,935,1000,7118602,65341.0,65340682.0
2019-06-27,1060,1175,1035,1105,17169122,72201.0,65340682.0
2019-06-28,1290,1300,996,1000,21188752,65341.0,65340682.0
2019-07-01,1000,1025,902,957,3686405,62531.0,65340682.0
2019-07-02,958,1030,930,1005,3207489,65667.0,65340682.0
2019-07-03,1010,1080,1000,1015,2877802,66321.0,65340682.0
2019-07-04,1010,1075,1000,1050,2906448,68608.0,65340682.0
2019-07-05,1045,1145,1045,1110,5379735,72528.0,65340682.0
2019-07-08,1100,1135,1045,1050,2363930,69316.0,66015445.0
2019-07-09,1040,1100,999,1100,2182011,72617.0,66015445.0
2019-07-10,1125,1135,1040,1050,3100335,69316.0,66015445.0
2019-07-11,1045,1080,1030,1045,886381,69691.0,66690208.0
2019-07-12,1045,1065,1010,1040,1381098,69358.0,66690208.0
2019-07-15,1050,1080,1020,1035,2395805,69024.0,66690208.0
2019-07-16,1020,1025,973,1000,1882009,66690.0,66690208.0
2019-07-17,999,1095,958,990,3153292,66023.0,66690208.0
2019-07-18,995,1035,995,1020,1030875,68024.0,66690208.0
2019-07-19,1035,1040,1000,1005,856004,67024.0,66690208.0
2019-07-22,1005,1005,976,980,1105954,65356.0,66690208.0
2019-07-23,980,990,975,977,630660,65156.0,66690208.0
2019-07-24,968,978,930,950,1538574,63356.0,66690208.0
2019-07-25,957,1020,920,990,998184,66023.0,66690208.0
2019-07-26,1010,1010,955,970,544844,64690.0,66690208.0
2019-07-29,952,989,883,883,719676,58887.0,66690208.0
2019-07-30,856,961,856,910,1006365,60688.0,66690208.0
2019-07-31,910,1015,872,929,3572048,61955.0,66690208.0
2019-08-01,960,1000,919,931,1317803,62089.0,66690208.0
2019-08-02,911,936,886,931,715272,67617.0,72628128.0
2019-08-05,910,929,857,870,1181505,63186.0,72628128.0
2019-08-06,850,890,693,825,1771484,59918.0,72628128.0
2019-08-07,840,873,821,841,1021823,61080.0,72628128.0
2019-08-08,835,891,835,884,612990,64203.0,72628128.0
2019-08-09,855,918,852,905,1220966,65728.0,72628128.0
2019-08-12,885,917,878,895,650713,65002.0,72628128.0
2019-08-13,886,954,886,954,1251052,69287.0,72628128.0
2019-08-14,981,998,908,934,1325819,67835.0,72628128.0
2019-08-16,934,999,915,921,1705109,66891.0,72628128.0
2019-08-19,921,930,885,901,800358,65438.0,72628128.0
2019-08-20,918,918,885,909,437974,67326.0,74066036.0
2019-08-21,899,906,880,896,915709,66363.0,74066036.0
2019-08-22,897,960,879,885,2543896,65548.0,74066036.0
2019-08-23,881,894,875,876,855025,64882.0,74066036.0
2019-08-26,875,880,845,859,642265,63623.0,74066036.0
2019-08-27,856,880,837,858,719321,63549.0,74066036.0
2019-08-28,857,886,845,860,971839,63697.0,74066036.0
2019-08-29,857,874,835,838,549886,62067.0,74066036.0
2019-08-30,826,929,826,910,2525095,67400.0,74066036.0
2019-09-02,904,904,867,872,918277,64586.0,74066036.0
2019-09-03,861,878,858,864,468909,63993.0,74066036.0
2019-09-04,854,878,852,861,615487,63771.0,74066036.0
2019-09-05,862,870,837,847,1040199,62734.0,74066036.0
2019-09-06,847,857,831,832,493966,61623.0,74066036.0
2019-09-09,846,846,809,817,684900,60512.0,74066036.0
2019-09-10,825,859,818,819,1048427,60660.0,74066036.0
2019-09-11,821,835,819,832,399610,61623.0,74066036.0
2019-09-16,835,838,823,826,337421,61179.0,74066036.0
2019-09-17,821,829,808,821,547062,60808.0,74066036.0
2019-09-18,821,836,810,816,619423,60438.0,74066036.0
2019-09-19,812,852,812,848,758415,62808.0,74066036.0
2019-09-20,860,873,837,865,1181958,64067.0,74066036.0
2019-09-23,872,872,825,829,758301,61401.0,74066036.0
2019-09-24,822,840,813,836,552352,61919.0,74066036.0
2019-09-25,825,836,809,819,464843,60660.0,74066036.0
2019-09-26,819,826,797,797,549827,59031.0,74066036.0
2019-09-27,800,804,782,785,377488,58142.0,74066036.0
2019-09-30,781,791,749,755,433921,55920.0,74066036.0
2019-10-01,739,804,725,758,1635354,56142.0,74066036.0
2019-10-02,753,769,729,735,611259,54439.0,74066036.0
2019-10-04,735,739,720,731,846797,61207.0,83729901.0
2019-10-07,732,737,704,705,631343,59030.0,83729901.0
