와이아이케이(232140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-10,2645,2710,2635,2695,67076,166520.0,61788456.0
2019-07-11,2740,2760,2685,2740,89416,169300.0,61788456.0
2019-07-12,2755,2765,2700,2755,67937,170227.0,61788456.0
2019-07-15,2745,2750,2650,2700,128474,166829.0,61788456.0
2019-07-16,2670,2805,2670,2780,131202,171772.0,61788456.0
2019-07-17,2790,2795,2650,2705,113694,167138.0,61788456.0
2019-07-18,2720,2860,2655,2825,215794,174552.0,61788456.0
2019-07-19,2870,2930,2700,2825,236478,174552.0,61788456.0
2019-07-22,2800,2970,2785,2885,181210,178260.0,61788456.0
2019-07-23,2870,2905,2795,2825,150007,174552.0,61788456.0
2019-07-24,2820,2860,2710,2795,160873,172699.0,61788456.0
2019-07-25,2795,2810,2665,2690,141953,166211.0,61788456.0
2019-07-26,2670,2675,2520,2580,178122,159414.0,61788456.0
2019-07-29,2555,2595,2280,2280,479349,140878.0,61788456.0
2019-07-30,2250,2370,2250,2320,166819,143349.0,61788456.0
2019-07-31,2285,2370,2210,2310,124908,142731.0,61788456.0
2019-08-01,2310,2325,2240,2240,81702,138406.0,61788456.0
2019-08-02,2175,2250,2155,2200,180211,135935.0,61788456.0
2019-08-05,2200,2255,1980,1980,263219,122341.0,61788456.0
2019-08-06,1960,2015,1875,1895,329273,117089.0,61788456.0
2019-08-07,1820,1950,1820,1915,238514,118325.0,61788456.0
2019-08-08,1920,2020,1920,2020,140075,124813.0,61788456.0
2019-08-09,2015,2075,2015,2045,84831,126357.0,61788456.0
2019-08-12,2140,2140,2005,2050,60854,126666.0,61788456.0
2019-08-13,2020,2055,1980,2040,59810,126048.0,61788456.0
2019-08-14,2075,2110,2060,2100,109043,129756.0,61788456.0
2019-08-16,2050,2450,1995,2140,408187,132227.0,61788456.0
2019-08-19,2150,2190,2100,2155,123186,133154.0,61788456.0
2019-08-20,2165,2420,2165,2285,406912,141187.0,61788456.0
2019-08-21,2280,2410,2235,2385,225386,147365.0,61788456.0
2019-08-22,2410,2430,2355,2380,100525,147057.0,61788456.0
2019-08-23,2395,2400,2330,2380,78112,147057.0,61788456.0
2019-08-26,2295,2355,2230,2265,125417,139951.0,61788456.0
2019-08-27,2290,2340,2270,2295,52024,141805.0,61788456.0
2019-08-28,2255,2310,2255,2280,32123,140878.0,61788456.0
2019-08-29,2290,2290,2220,2260,71293,139642.0,61788456.0
2019-08-30,2250,2360,2250,2350,109446,145203.0,61788456.0
2019-09-02,2360,2405,2325,2395,53909,147983.0,61788456.0
2019-09-03,2395,2430,2355,2390,61969,147674.0,61788456.0
2019-09-04,2385,2435,2365,2395,53847,147983.0,61788456.0
2019-09-05,2410,2495,2400,2495,111394,154162.0,61788456.0
2019-09-06,2515,2555,2475,2475,103140,152926.0,61788456.0
2019-09-09,2490,2900,2480,2600,2485190,160650.0,61788456.0
2019-09-10,2600,2625,2520,2560,214528,158178.0,61788456.0
2019-09-11,2520,2545,2500,2515,186483,155398.0,61788456.0
2019-09-16,2505,2540,2505,2520,71163,155707.0,61788456.0
2019-09-17,2520,2530,2430,2525,199184,156016.0,61788456.0
2019-09-18,2535,2535,2485,2530,110418,156325.0,61788456.0
2019-09-19,2550,2705,2550,2655,417329,164048.0,61788456.0
2019-09-20,2615,2780,2610,2740,307503,169300.0,61788456.0
2019-09-23,2740,2775,2685,2725,101224,168374.0,61788456.0
2019-09-24,2725,2725,2660,2715,79064,167756.0,61788456.0
2019-09-25,2680,2710,2620,2695,80859,166520.0,61788456.0
2019-09-26,2660,2705,2640,2650,52083,163739.0,61788456.0
2019-09-27,2650,2665,2610,2610,40730,161268.0,61788456.0
2019-09-30,2595,2595,2510,2540,86788,156943.0,61788456.0
2019-10-01,2525,2570,2520,2540,71955,156943.0,61788456.0
2019-10-02,2540,2790,2515,2665,359675,164666.0,61788456.0
2019-10-04,2695,2770,2610,2625,162409,162195.0,61788456.0
2019-10-07,2600,2745,2600,2690,130779,166211.0,61788456.0
