GS리테일(007070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-21,35150,37950,34700,37500,327840,2887500.0,77000000.0
2015-04-22,37100,37800,35900,36450,205538,2806650.0,77000000.0
2015-04-23,36300,39500,36300,38900,427545,2995300.0,77000000.0
2015-04-24,38500,39500,37200,37550,212739,2891350.0,77000000.0
2015-04-27,37650,38650,37150,37550,223680,2891350.0,77000000.0
2015-04-28,37550,39000,37500,38600,170029,2972200.0,77000000.0
2015-04-29,38950,38950,37750,38200,146992,2941400.0,77000000.0
2015-04-30,38400,39050,37750,38800,174204,2987600.0,77000000.0
2015-05-04,38550,38800,37150,37150,119163,2860550.0,77000000.0
2015-05-06,37400,38500,36350,36800,169039,2833600.0,77000000.0
2015-05-07,37400,38400,35250,38050,259434,2929850.0,77000000.0
2015-05-08,38800,38800,36750,37750,321636,2906750.0,77000000.0
2015-05-11,37750,39200,37050,38850,207451,2991450.0,77000000.0
2015-05-12,38850,39050,38050,38400,170783,2956800.0,77000000.0
2015-05-13,38200,38950,37800,38750,260535,2983750.0,77000000.0
2015-05-14,38500,41200,38450,40450,363853,3114650.0,77000000.0
2015-05-15,40550,41600,40500,40500,280773,3118500.0,77000000.0
2015-05-18,40500,41900,40500,40750,234205,3137750.0,77000000.0
2015-05-19,40550,41000,39700,39700,181722,3056900.0,77000000.0
2015-05-20,39750,40850,39550,40700,184629,3133900.0,77000000.0
2015-05-21,40550,41200,39750,40650,167006,3130050.0,77000000.0
2015-05-22,41300,42300,40850,40900,261139,3149300.0,77000000.0
2015-05-26,41400,41400,40350,40900,133817,3149300.0,77000000.0
2015-05-27,40400,40950,39450,40150,245431,3091550.0,77000000.0
2015-05-28,40150,40250,39550,39750,211813,3060750.0,77000000.0
2015-05-29,39200,39800,38750,39450,224745,3037650.0,77000000.0
2015-06-01,39400,40250,38850,40100,265246,3087700.0,77000000.0
2015-06-02,39550,40600,38900,39900,234754,3072300.0,77000000.0
2015-06-03,40500,41000,39350,40950,255322,3153150.0,77000000.0
2015-06-04,40300,41150,39400,39950,185247,3076150.0,77000000.0
2015-06-05,39200,40300,38750,39550,195649,3045350.0,77000000.0
2015-06-08,38950,39750,38550,39750,101057,3060750.0,77000000.0
2015-06-09,39450,39500,38850,39350,129583,3029950.0,77000000.0
2015-06-10,39400,39400,38450,38500,154680,2964500.0,77000000.0
2015-06-11,39500,40700,39150,40350,406061,3106950.0,77000000.0
2015-06-12,40350,41000,39750,40000,265555,3080000.0,77000000.0
2015-06-15,39700,42600,39700,40800,237563,3141600.0,77000000.0
2015-06-16,41600,42800,40850,41550,367020,3199350.0,77000000.0
2015-06-17,42100,45150,41950,43900,409956,3380300.0,77000000.0
2015-06-18,43900,45300,43200,45200,411657,3480400.0,77000000.0
2015-06-19,44850,47000,44300,45700,276236,3518900.0,77000000.0
2015-06-22,45750,45800,43650,44350,237585,3414950.0,77000000.0
2015-06-23,44150,46000,43700,44850,219956,3453450.0,77000000.0
2015-06-24,44950,46200,44400,44650,155183,3438050.0,77000000.0
2015-06-25,44300,47250,44250,46750,188168,3599750.0,77000000.0
2015-06-26,46750,47300,45300,46050,151286,3545850.0,77000000.0
2015-06-29,45100,47450,45050,46100,154708,3549700.0,77000000.0
2015-06-30,45600,46850,45100,46700,129724,3595900.0,77000000.0
2015-07-01,47150,53100,47100,50900,374450,3919300.0,77000000.0
2015-07-02,50700,52300,49850,52000,369684,4004000.0,77000000.0
2015-07-03,53000,54300,51800,53500,374515,4119500.0,77000000.0
2015-07-06,53000,54100,51800,53400,385432,4111800.0,77000000.0
2015-07-07,54400,55800,50800,53400,484373,4111800.0,77000000.0
2015-07-08,52800,54000,51400,52600,350701,4050200.0,77000000.0
2015-07-09,51600,52400,50300,51100,351060,3934700.0,77000000.0
2015-07-10,51600,52500,49950,50000,426399,3850000.0,77000000.0
2015-07-13,51100,52100,49900,51700,461688,3980900.0,77000000.0
2015-07-14,51500,53400,51500,52700,214441,4057900.0,77000000.0
2015-07-15,53300,55200,51800,54700,234252,4211900.0,77000000.0
2015-07-16,55000,57500,54000,55100,317081,4242700.0,77000000.0
2015-07-17,54900,55300,53500,54000,202190,4158000.0,77000000.0
2015-07-20,55000,56900,54600,56800,244773,4373600.0,77000000.0
2015-07-21,57300,57300,54600,55800,230210,4296600.0,77000000.0
2015-07-22,55700,55800,53600,54400,276389,4188800.0,77000000.0
2015-07-23,54500,57000,53500,55800,308323,4296600.0,77000000.0
2015-07-24,55000,56700,54200,55900,300156,4304300.0,77000000.0
2015-07-27,56500,56500,53900,54500,260531,4196500.0,77000000.0
2015-07-28,53600,54300,48300,50600,919481,3896200.0,77000000.0
2015-07-29,49800,52500,49800,52300,335099,4027100.0,77000000.0
2015-07-30,53200,53600,49000,49500,394661,3811500.0,77000000.0
2015-07-31,49200,52200,48500,52200,434489,4019400.0,77000000.0
2015-08-03,52000,53600,50300,50900,217437,3919300.0,77000000.0
2015-08-04,51700,54700,51200,53800,402952,4142600.0,77000000.0
2015-08-05,53600,56100,53600,55900,276492,4304300.0,77000000.0
2015-08-06,57000,59700,56100,58500,566087,4504500.0,77000000.0
2015-08-07,60300,69600,59700,60500,1188796,4658500.0,77000000.0
2015-08-10,61300,66900,60700,66100,787656,5089700.0,77000000.0
2015-08-11,66100,66100,62200,62500,688970,4812500.0,77000000.0
2015-08-12,61500,64000,60200,62000,466707,4774000.0,77000000.0
2015-08-13,61500,62700,59800,60900,474815,4689300.0,77000000.0
2015-08-17,61300,62000,58900,59900,416646,4612300.0,77000000.0
2015-08-18,60400,64100,59500,60100,656969,4627700.0,77000000.0
2015-08-19,58900,62800,58600,61800,721081,4758600.0,77000000.0
2015-08-20,63000,65600,62600,64600,658429,4974200.0,77000000.0
2015-08-21,61100,64000,59600,60100,528609,4627700.0,77000000.0
2015-08-24,59900,61600,58400,59000,377030,4543000.0,77000000.0
2015-08-25,60500,60800,58000,59800,423013,4604600.0,77000000.0
2015-08-26,59900,62600,59000,62300,369717,4797100.0,77000000.0
2015-08-27,62500,64600,62500,64200,335548,4943400.0,77000000.0
2015-08-28,65000,65900,63800,65800,431149,5066600.0,77000000.0
2015-08-31,66500,69000,65800,66800,462564,5143600.0,77000000.0
2015-09-01,66100,66800,61600,62600,398948,4820200.0,77000000.0
2015-09-02,60800,63300,59600,62100,447789,4781700.0,77000000.0
2015-09-03,63000,64000,61400,62300,183151,4797100.0,77000000.0
2015-09-04,61600,62000,56900,58900,425602,4535300.0,77000000.0
2015-09-07,57800,60300,57100,59800,281920,4604600.0,77000000.0
2015-09-08,59900,60400,56200,56700,263767,4365900.0,77000000.0
2015-09-09,58300,61500,58200,60800,395086,4681600.0,77000000.0
2015-09-10,60700,63800,59500,63800,303558,4912600.0,77000000.0
2015-09-11,63800,64500,62100,63800,255228,4912600.0,77000000.0
2015-09-14,63800,64000,61500,62100,191104,4781700.0,77000000.0
2015-09-15,61500,62100,60000,61300,292922,4720100.0,77000000.0
2015-09-16,61900,61900,60500,61200,157985,4712400.0,77000000.0
2015-09-17,62000,63500,60600,61300,362238,4720100.0,77000000.0
2015-09-18,61500,63800,60900,63800,428850,4912600.0,77000000.0
2015-09-21,62500,63800,62500,63400,198100,4881800.0,77000000.0
2015-09-22,63700,63700,61900,62100,205487,4781700.0,77000000.0
2015-09-23,61600,62400,61000,61200,158611,4712400.0,77000000.0
2015-09-24,61900,62500,61000,62400,243333,4804800.0,77000000.0
2015-09-25,62000,62500,58500,59300,348050,4566100.0,77000000.0
2015-09-30,58100,61500,57400,61000,415939,4697000.0,77000000.0
2015-10-01,60700,62400,60100,60800,171381,4681600.0,77000000.0
2015-10-02,60900,61500,60000,60500,169488,4658500.0,77000000.0
2015-10-05,61200,61900,60500,61100,205709,4704700.0,77000000.0
2015-10-06,61700,61700,60100,60800,156096,4681600.0,77000000.0
2015-10-07,60100,60800,57000,57200,444077,4404400.0,77000000.0
2015-10-08,57300,58300,54000,55000,626874,4235000.0,77000000.0
2015-10-12,54800,55900,54200,55300,466598,4258100.0,77000000.0
2015-10-13,54700,55600,54200,54500,276585,4196500.0,77000000.0
2015-10-14,54300,55300,53400,54000,269583,4158000.0,77000000.0
2015-10-15,54700,56400,54200,55700,315988,4288900.0,77000000.0
2015-10-16,56200,57900,56200,57400,309785,4419800.0,77000000.0
2015-10-19,58400,58800,57300,57900,453118,4458300.0,77000000.0
2015-10-20,58300,58700,56600,56900,247721,4381300.0,77000000.0
2015-10-21,56900,57400,55800,56200,248078,4327400.0,77000000.0
2015-10-22,55700,56100,52900,53800,393064,4142600.0,77000000.0
2015-10-23,54500,54700,53100,54500,251788,4196500.0,77000000.0
2015-10-26,54100,55600,54100,54900,171992,4227300.0,77000000.0
2015-10-27,56300,57800,55200,57100,283130,4396700.0,77000000.0
2015-10-28,57700,58000,56400,58000,194466,4466000.0,77000000.0
2015-10-29,57000,58000,56100,57300,184335,4412100.0,77000000.0
2015-10-30,56600,57700,56600,57600,170336,4435200.0,77000000.0
2015-11-02,58400,58400,56500,57000,133821,4389000.0,77000000.0
2015-11-03,57000,57400,55800,56300,195333,4335100.0,77000000.0
2015-11-04,56600,58500,56000,58200,250855,4481400.0,77000000.0
2015-11-05,58500,59900,58100,59500,341435,4581500.0,77000000.0
2015-11-06,58800,59900,57100,57600,372527,4435200.0,77000000.0
2015-11-09,57600,58500,57000,57300,130256,4412100.0,77000000.0
2015-11-10,56700,57400,55300,55900,123301,4304300.0,77000000.0
2015-11-11,55800,58800,55800,58500,253536,4504500.0,77000000.0
2015-11-12,58100,59100,56500,57000,185902,4389000.0,77000000.0
2015-11-13,57000,57000,52300,52600,643639,4050200.0,77000000.0
2015-11-16,52000,54700,51800,54100,368099,4165700.0,77000000.0
2015-11-17,53900,55800,53300,55700,209073,4288900.0,77000000.0
2015-11-18,55100,55700,52900,53600,396768,4127200.0,77000000.0
2015-11-19,53800,54800,53400,54800,160206,4219600.0,77000000.0
2015-11-20,54200,54400,53500,53700,184883,4134900.0,77000000.0
2015-11-23,53700,54900,53700,54500,295943,4196500.0,77000000.0
2015-11-24,54700,55900,53700,53700,270380,4134900.0,77000000.0
2015-11-25,53700,56000,53100,56000,447809,4312000.0,77000000.0
2015-11-26,56000,56700,54200,54700,308514,4211900.0,77000000.0
2015-11-27,55000,55200,53700,55000,282867,4235000.0,77000000.0
2015-11-30,58000,58000,54000,55200,2619704,4250400.0,77000000.0
2015-12-01,55500,55800,54100,55400,370370,4265800.0,77000000.0
2015-12-02,55000,55400,53700,54500,290259,4196500.0,77000000.0
2015-12-03,54400,54400,53200,53300,213358,4104100.0,77000000.0
2015-12-04,53000,53200,51900,52100,211440,4011700.0,77000000.0
2015-12-07,52300,52500,50900,51100,324624,3934700.0,77000000.0
2015-12-08,51700,52600,51000,51400,183046,3957800.0,77000000.0
2015-12-09,51600,51800,50100,50600,248529,3896200.0,77000000.0
2015-12-10,50100,51500,50100,51500,145221,3965500.0,77000000.0
2015-12-11,51200,51600,50400,51100,170895,3934700.0,77000000.0
2015-12-14,50100,50500,49400,50100,197533,3857700.0,77000000.0
2015-12-15,50100,50800,49250,49500,176992,3811500.0,77000000.0
2015-12-16,50000,51000,49900,51000,204014,3927000.0,77000000.0
2015-12-17,51800,51800,49850,50400,189705,3880800.0,77000000.0
2015-12-18,49750,52200,49750,51800,214496,3988600.0,77000000.0
2015-12-21,52000,52400,51500,52300,105111,4027100.0,77000000.0
2015-12-22,52500,52600,51100,52600,137026,4050200.0,77000000.0
2015-12-23,52300,53400,52000,52600,166141,4050200.0,77000000.0
2015-12-24,52500,53100,52100,52500,99859,4042500.0,77000000.0
2015-12-28,52600,52700,50500,51200,111416,3942400.0,77000000.0
2015-12-29,51000,52000,51000,51900,93154,3996300.0,77000000.0
2015-12-30,51900,54100,51400,53800,243121,4142600.0,77000000.0
2016-01-04,54200,54200,51900,51900,171172,3996300.0,77000000.0
2016-01-05,51100,52700,51100,52700,266449,4057900.0,77000000.0
2016-01-06,53000,57100,52800,57000,457686,4389000.0,77000000.0
2016-01-07,57100,58400,56300,57800,289697,4450600.0,77000000.0
2016-01-08,57000,58800,56600,58700,305837,4519900.0,77000000.0
2016-01-11,58500,60700,58000,59000,272934,4543000.0,77000000.0
2016-01-12,59000,59100,57300,58900,202216,4535300.0,77000000.0
2016-01-13,58900,59400,58100,58800,141491,4527600.0,77000000.0
2016-01-14,58100,60300,58100,60300,185717,4643100.0,77000000.0
2016-01-15,60800,60800,58600,59100,130616,4550700.0,77000000.0
2016-01-18,58600,60300,58600,60300,105244,4643100.0,77000000.0
2016-01-19,60900,61800,60100,61800,153548,4758600.0,77000000.0
2016-01-20,62300,62500,60300,62200,277577,4789400.0,77000000.0
2016-01-21,62500,62500,60000,61700,203981,4750900.0,77000000.0
2016-01-22,62000,62400,60100,60900,135878,4689300.0,77000000.0
2016-01-25,60900,63300,60400,62000,172570,4774000.0,77000000.0
2016-01-26,61900,62400,60700,61200,159323,4712400.0,77000000.0
2016-01-27,61800,62600,61000,62500,139776,4812500.0,77000000.0
2016-01-28,62200,65100,61100,65100,235670,5012700.0,77000000.0
2016-01-29,64900,65500,63100,65500,197848,5043500.0,77000000.0
2016-02-01,65600,66200,64700,65600,106210,5051200.0,77000000.0
2016-02-02,65600,66800,64300,64700,159330,4981900.0,77000000.0
2016-02-03,64500,66000,62000,62300,309681,4797100.0,77000000.0
2016-02-04,56800,56800,52000,53700,1527074,4134900.0,77000000.0
2016-02-05,53600,54500,52500,54300,508894,4181100.0,77000000.0
2016-02-11,52800,53400,51600,52000,562876,4004000.0,77000000.0
2016-02-12,50900,51400,48000,49900,505207,3842300.0,77000000.0
2016-02-15,50600,50900,48050,48250,580640,3715250.0,77000000.0
2016-02-16,49200,50500,48850,49800,525893,3834600.0,77000000.0
2016-02-17,50300,50600,48800,49100,412946,3780700.0,77000000.0
2016-02-18,49800,49900,47600,48200,602575,3711400.0,77000000.0
2016-02-19,48300,49750,47750,49200,520465,3788400.0,77000000.0
2016-02-22,49150,50100,48800,49850,274323,3838450.0,77000000.0
2016-02-23,49950,50200,48200,48800,307139,3757600.0,77000000.0
2016-02-24,49200,50300,48850,49600,281034,3819200.0,77000000.0
2016-02-25,50000,50100,49100,49250,191059,3792250.0,77000000.0
2016-02-26,49600,50500,49200,50300,180594,3873100.0,77000000.0
2016-02-29,50100,51000,49400,51000,288263,3927000.0,77000000.0
2016-03-02,51600,53600,50800,53300,459936,4104100.0,77000000.0
2016-03-03,53800,53900,51900,52900,272786,4073300.0,77000000.0
2016-03-04,52900,52900,51200,51400,221267,3957800.0,77000000.0
2016-03-07,51700,52300,51100,51500,124518,3965500.0,77000000.0
2016-03-08,51100,51800,49550,50300,264537,3873100.0,77000000.0
2016-03-09,49750,50500,49750,50200,210906,3865400.0,77000000.0
2016-03-10,50000,50700,49550,50200,214258,3865400.0,77000000.0
2016-03-11,50000,50200,49100,49450,247957,3807650.0,77000000.0
2016-03-14,49700,49900,48800,49200,234441,3788400.0,77000000.0
2016-03-15,48750,49200,48000,48300,311490,3719100.0,77000000.0
2016-03-16,48850,49450,48650,49100,201663,3780700.0,77000000.0
2016-03-17,49300,49850,49000,49600,326175,3819200.0,77000000.0
2016-03-18,49900,50400,48300,48400,483563,3726800.0,77000000.0
2016-03-21,48700,49000,46850,47250,446485,3638250.0,77000000.0
2016-03-22,46950,47450,46300,46550,334578,3584350.0,77000000.0
2016-03-23,46400,46600,44700,45500,610005,3503500.0,77000000.0
2016-03-24,45800,46350,45050,45950,330459,3538150.0,77000000.0
2016-03-25,46100,48300,46100,48200,456930,3711400.0,77000000.0
2016-03-28,48000,48450,47200,47200,215633,3634400.0,77000000.0
2016-03-29,47300,48300,47200,47750,218309,3676750.0,77000000.0
2016-03-30,47600,47750,45650,45750,478257,3522750.0,77000000.0
2016-03-31,45900,47500,45850,47150,440969,3630550.0,77000000.0
2016-04-01,47500,48300,47400,48050,389925,3699850.0,77000000.0
2016-04-04,48100,50800,47250,50600,664352,3896200.0,77000000.0
2016-04-05,50700,51800,49950,50600,428286,3896200.0,77000000.0
2016-04-06,50400,50500,49500,49550,390087,3815350.0,77000000.0
2016-04-07,49550,51400,49500,50500,400537,3888500.0,77000000.0
2016-04-08,50000,50700,48750,49000,345088,3773000.0,77000000.0
2016-04-11,48550,48700,47300,47550,387972,3661350.0,77000000.0
2016-04-12,47300,47950,47200,47450,238204,3653650.0,77000000.0
2016-04-14,47600,48200,47250,47450,325628,3653650.0,77000000.0
2016-04-15,47250,49000,47250,48900,291915,3765300.0,77000000.0
2016-04-18,48950,50500,48650,50400,444224,3880800.0,77000000.0
2016-04-19,50500,50600,49300,50000,232279,3850000.0,77000000.0
2016-04-20,50300,50700,49300,50500,288312,3888500.0,77000000.0
2016-04-21,51100,52800,51000,52200,580370,4019400.0,77000000.0
2016-04-22,52300,53200,51800,52800,377062,4065600.0,77000000.0
2016-04-25,52800,53400,51900,53100,229560,4088700.0,77000000.0
2016-04-26,52600,53500,52300,53300,284309,4104100.0,77000000.0
2016-04-27,53200,53200,51700,52500,204997,4042500.0,77000000.0
2016-04-28,52700,54000,52200,53200,305900,4096400.0,77000000.0
2016-04-29,53700,53700,52500,53500,307164,4119500.0,77000000.0
2016-05-02,53400,54000,52900,53000,146039,4081000.0,77000000.0
2016-05-03,53300,53700,53000,53000,281219,4081000.0,77000000.0
2016-05-04,52500,53300,52100,53300,318755,4104100.0,77000000.0
2016-05-09,53400,55500,53300,55400,565204,4265800.0,77000000.0
2016-05-10,55400,57700,54400,57200,735171,4404400.0,77000000.0
2016-05-11,57200,57400,55900,57000,323601,4389000.0,77000000.0
2016-05-12,55400,59800,55400,59100,644390,4550700.0,77000000.0
2016-05-13,58600,58800,57000,57200,356970,4404400.0,77000000.0
2016-05-16,57000,57600,56400,57100,151034,4396700.0,77000000.0
2016-05-17,57100,58600,56400,57700,164510,4442900.0,77000000.0
2016-05-18,57500,57800,55000,55200,519870,4250400.0,77000000.0
2016-05-19,55200,56900,54300,55100,267823,4242700.0,77000000.0
2016-05-20,55100,55400,54000,54400,427701,4188800.0,77000000.0
2016-05-23,54500,54800,52500,54200,279605,4173400.0,77000000.0
2016-05-24,53700,54100,51700,51800,557853,3988600.0,77000000.0
2016-05-25,52600,53800,52300,52700,398275,4057900.0,77000000.0
2016-05-26,52500,52600,50900,51600,464407,3973200.0,77000000.0
2016-05-27,51600,51900,50800,51000,502529,3927000.0,77000000.0
2016-05-30,51300,51300,50200,50800,441249,3911600.0,77000000.0
2016-05-31,50800,53300,50700,52900,672084,4073300.0,77000000.0
2016-06-01,52900,54100,52500,53700,284141,4134900.0,77000000.0
2016-06-02,53600,54100,52200,53500,343177,4119500.0,77000000.0
2016-06-03,54000,54000,52500,53300,251422,4104100.0,77000000.0
2016-06-07,53600,54700,53300,54200,278546,4173400.0,77000000.0
2016-06-08,54100,54200,52300,53500,380322,4119500.0,77000000.0
2016-06-09,53500,54000,52400,53400,400584,4111800.0,77000000.0
2016-06-10,53000,53900,52200,52400,201180,4034800.0,77000000.0
2016-06-13,52000,52300,51000,51100,189474,3934700.0,77000000.0
2016-06-14,51100,51900,50900,51200,188491,3942400.0,77000000.0
2016-06-15,50800,51300,50100,50600,181230,3896200.0,77000000.0
2016-06-16,50700,51400,50100,50500,148213,3888500.0,77000000.0
2016-06-17,50500,51300,50300,50500,143346,3888500.0,77000000.0
2016-06-20,51400,51600,50700,50900,120182,3919300.0,77000000.0
2016-06-21,50900,51700,50600,51500,112650,3965500.0,77000000.0
2016-06-22,51600,52800,51500,52500,182131,4042500.0,77000000.0
2016-06-23,52200,53200,51900,52500,200353,4042500.0,77000000.0
2016-06-24,53000,53100,49600,51600,488741,3973200.0,77000000.0
2016-06-27,50400,52600,50200,52500,238596,4042500.0,77000000.0
2016-06-28,52100,54300,52000,54000,303705,4158000.0,77000000.0
2016-06-29,54500,55800,54100,55100,385386,4242700.0,77000000.0
2016-06-30,55300,55300,54200,54500,176792,4196500.0,77000000.0
2016-07-01,54300,55000,53000,53100,297120,4088700.0,77000000.0
2016-07-04,53000,53200,51800,52200,271348,4019400.0,77000000.0
2016-07-05,52400,52500,51400,52200,315762,4019400.0,77000000.0
2016-07-06,52000,52700,51400,52000,237409,4004000.0,77000000.0
2016-07-07,52400,53900,52000,53600,247613,4127200.0,77000000.0
2016-07-08,53600,53800,52500,52900,144752,4073300.0,77000000.0
2016-07-11,53600,55600,53600,54000,315251,4158000.0,77000000.0
2016-07-12,54500,55300,54100,55100,319975,4242700.0,77000000.0
2016-07-13,55200,55600,54600,55300,286078,4258100.0,77000000.0
2016-07-14,55200,55400,54200,55300,180352,4258100.0,77000000.0
2016-07-15,55600,55600,54100,54200,179428,4173400.0,77000000.0
2016-07-18,53500,54800,53500,54200,128077,4173400.0,77000000.0
2016-07-19,54300,54300,53600,54000,122019,4158000.0,77000000.0
2016-07-20,53800,54000,53000,53200,124415,4096400.0,77000000.0
2016-07-21,53300,53700,52600,53200,151079,4096400.0,77000000.0
2016-07-22,53000,53200,52500,52600,116524,4050200.0,77000000.0
2016-07-25,52600,53500,52500,52800,175163,4065600.0,77000000.0
2016-07-26,52800,53200,52400,53100,124901,4088700.0,77000000.0
2016-07-27,53300,53900,53000,53800,176701,4142600.0,77000000.0
2016-07-28,53900,54100,52700,53000,264850,4081000.0,77000000.0
2016-07-29,52900,52900,50400,50400,591002,3880800.0,77000000.0
2016-08-01,50800,51000,48400,48500,587494,3734500.0,77000000.0
2016-08-02,48350,49350,48350,49200,306821,3788400.0,77000000.0
2016-08-03,49000,50400,48900,49550,249290,3815350.0,77000000.0
2016-08-04,49550,50000,49500,49700,150716,3826900.0,77000000.0
2016-08-05,50100,50400,48750,49100,255616,3780700.0,77000000.0
2016-08-08,49600,49650,48050,48500,356674,3734500.0,77000000.0
2016-08-09,48250,49450,48150,49200,224731,3788400.0,77000000.0
2016-08-10,49150,50700,48800,50700,245108,3903900.0,77000000.0
2016-08-11,50700,51000,49800,49900,149198,3842300.0,77000000.0
2016-08-12,49000,50900,48450,50400,481789,3880800.0,77000000.0
2016-08-16,50400,50700,49600,50300,218119,3873100.0,77000000.0
2016-08-17,49850,50100,49350,49450,176767,3807650.0,77000000.0
2016-08-18,49550,49700,49000,49200,120986,3788400.0,77000000.0
2016-08-19,49400,50500,49100,49250,259184,3792250.0,77000000.0
2016-08-22,49250,49250,47500,48000,319352,3696000.0,77000000.0
2016-08-23,48300,48950,48000,48750,198840,3753750.0,77000000.0
2016-08-24,48950,49150,48350,48750,141064,3753750.0,77000000.0
2016-08-25,49100,49100,48150,48300,219814,3719100.0,77000000.0
2016-08-26,48300,49400,48200,49100,152650,3780700.0,77000000.0
2016-08-29,49100,49800,48750,49600,189614,3819200.0,77000000.0
2016-08-30,49550,49900,48650,48650,122570,3746050.0,77000000.0
2016-08-31,48650,48650,46850,47100,430210,3626700.0,77000000.0
2016-09-01,47150,48100,47150,47750,152401,3676750.0,77000000.0
2016-09-02,48000,48000,47100,47300,161867,3642100.0,77000000.0
2016-09-05,47600,48200,47300,47700,118134,3672900.0,77000000.0
2016-09-06,47900,48250,47700,47700,110405,3672900.0,77000000.0
2016-09-07,47550,48200,47550,47700,160976,3672900.0,77000000.0
2016-09-08,47850,48000,47150,47700,135788,3672900.0,77000000.0
2016-09-09,47400,47400,46100,46450,457620,3576650.0,77000000.0
2016-09-12,45850,46450,45350,45600,201923,3511200.0,77000000.0
2016-09-13,45750,46500,45750,45950,129518,3538150.0,77000000.0
2016-09-19,45600,46300,45250,46250,218663,3561250.0,77000000.0
2016-09-20,45900,46600,45750,46450,129588,3576650.0,77000000.0
2016-09-21,46150,46700,46000,46350,125469,3568950.0,77000000.0
2016-09-22,46500,47200,46500,46950,146138,3615150.0,77000000.0
2016-09-23,47500,49300,47350,49250,327429,3792250.0,77000000.0
2016-09-26,49200,49500,48450,49350,221091,3799950.0,77000000.0
2016-09-27,48800,49400,48300,48900,179991,3765300.0,77000000.0
2016-09-28,49100,50700,49100,50300,401239,3873100.0,77000000.0
2016-09-29,50400,50600,49750,49900,169287,3842300.0,77000000.0
2016-09-30,49700,50200,48550,49200,201008,3788400.0,77000000.0
2016-10-04,48750,49200,48600,49050,136047,3776850.0,77000000.0
2016-10-05,49050,49500,48300,49250,173146,3792250.0,77000000.0
2016-10-06,48950,49200,48750,48800,160842,3757600.0,77000000.0
2016-10-07,48750,49000,46600,46900,325153,3611300.0,77000000.0
2016-10-10,46900,47900,46750,47600,157313,3665200.0,77000000.0
2016-10-11,47900,48300,47350,47650,100429,3669050.0,77000000.0
2016-10-12,48250,48700,47750,48300,135945,3719100.0,77000000.0
2016-10-13,48000,48300,46700,46950,173102,3615150.0,77000000.0
2016-10-14,46800,47100,45650,46150,345752,3553550.0,77000000.0
2016-10-17,46250,46350,45050,45900,249463,3534300.0,77000000.0
2016-10-18,45600,46950,45250,46950,147803,3615150.0,77000000.0
2016-10-19,46900,47500,46250,46500,219848,3580500.0,77000000.0
2016-10-20,46600,46650,45950,46400,121727,3572800.0,77000000.0
2016-10-21,46200,46750,45900,45950,98947,3538150.0,77000000.0
2016-10-24,45700,46200,45700,46150,86103,3553550.0,77000000.0
2016-10-25,45950,46000,45450,45500,99178,3503500.0,77000000.0
2016-10-26,45200,45450,44350,44700,190434,3441900.0,77000000.0
2016-10-27,44800,46000,44700,45950,131495,3538150.0,77000000.0
2016-10-28,46500,48900,46500,48750,614115,3753750.0,77000000.0
2016-10-31,48750,49000,48350,48800,279186,3757600.0,77000000.0
2016-11-01,48200,48700,47250,47450,162476,3653650.0,77000000.0
2016-11-02,47300,48500,46800,47750,153202,3676750.0,77000000.0
2016-11-03,48200,48500,47450,48500,140217,3734500.0,77000000.0
2016-11-04,48450,49400,48450,49050,199471,3776850.0,77000000.0
2016-11-07,49350,49500,48600,49200,134306,3788400.0,77000000.0
2016-11-08,49100,49900,49000,49500,175268,3811500.0,77000000.0
2016-11-09,49900,49900,47250,49300,326406,3796100.0,77000000.0
2016-11-10,49450,49700,48500,49650,257873,3823050.0,77000000.0
2016-11-11,49750,49800,48300,48700,255028,3749900.0,77000000.0
2016-11-14,48750,48750,47700,47750,207243,3676750.0,77000000.0
2016-11-15,47700,47700,46800,46850,220574,3607450.0,77000000.0
2016-11-16,47150,47400,46600,47050,223350,3622850.0,77000000.0
2016-11-17,46850,47100,46750,46750,121060,3599750.0,77000000.0
2016-11-18,46800,47050,46050,46250,130628,3561250.0,77000000.0
2016-11-21,46700,46950,46300,46600,98459,3588200.0,77000000.0
2016-11-22,46600,46900,46050,46300,121777,3565100.0,77000000.0
2016-11-23,46100,46350,45700,45700,115988,3518900.0,77000000.0
2016-11-24,45850,46050,45500,45950,120847,3538150.0,77000000.0
2016-11-25,45750,46300,45400,46150,92834,3553550.0,77000000.0
2016-11-28,46300,46300,45800,45950,78687,3538150.0,77000000.0
2016-11-29,45950,47150,45850,47150,145221,3630550.0,77000000.0
2016-11-30,47150,47600,46850,47300,171789,3642100.0,77000000.0
2016-12-01,47000,48200,46650,47500,133898,3657500.0,77000000.0
2016-12-02,47250,47900,47250,47450,83301,3653650.0,77000000.0
2016-12-05,47100,47250,46200,46650,124735,3592050.0,77000000.0
2016-12-06,47500,47500,46750,46950,90773,3615150.0,77000000.0
2016-12-07,47000,47400,46850,47200,116313,3634400.0,77000000.0
2016-12-08,47400,47700,47200,47450,133595,3653650.0,77000000.0
2016-12-09,47150,47500,47000,47200,118702,3634400.0,77000000.0
2016-12-12,47200,47850,47200,47450,80934,3653650.0,77000000.0
2016-12-13,47500,47550,46950,47400,185768,3649800.0,77000000.0
2016-12-14,47400,48400,47400,48250,140232,3715250.0,77000000.0
2016-12-15,48200,48400,47900,48350,84472,3722950.0,77000000.0
